A,B,C,D
0.016640216,0.57047033,0.0074332654,0.02096051
0.015974075,0.5788808,0.0076573193,0.019888818
0.03908518,0.64750814,-0.029994458,0.07794973
0.039523244,0.64857066,-0.029546142,0.07826495
0.023594499,0.61949,-0.011225596,0.04341525
0.043083668,0.61381125,-0.037354708,0.088491976
0.03634104,0.7060678,-0.014380455,0.06366736
0.03403744,0.8144598,0.0091906935,0.044581234
0.037358284,0.68322206,-0.020758227,0.069351226
0.03978777,0.6124413,-0.03496933,0.08221835
0.037846863,0.67723584,-0.022527635,0.071214825
0.032046616,0.62929404,-0.023890212,0.06389201
0.037929356,0.6798308,-0.021620452,0.07072699
0.032565266,0.7709191,0.0029696077,0.046782613
0.025594026,0.82874036,0.019079357,0.026272833
0.032779545,0.75541544,-0.0019453168,0.050356448
0.033156782,0.75268674,-0.0037002712,0.052039564
0.03487104,0.72536063,-0.010152549,0.058767498
0.001832068,1.044846,0.0050714314,0.0011493564
-0.03797576,1.3298573,-0.010004297,-0.04603517
0.036112666,0.6927879,-0.018245876,0.06592858
0.03573522,0.70821714,-0.013628185,0.06232047
0.01462546,0.95344734,0.0016845465,0.021672666
0.020082861,0.91437924,0.0035336614,0.02828306
0.03799194,0.6811335,-0.020904422,0.070342004
0.036207527,0.71853685,-0.009794354,0.060434908
0.029795617,0.844723,0.012046099,0.036648512
0.027234375,0.8631165,0.008752853,0.035125136
0.020796984,0.90921915,0.0057742596,0.027846873
0.025568664,0.8751211,0.004834309,0.035291195
0.039298028,0.6735182,-0.020739257,0.07209638
0.024302453,0.88415194,0.005813062,0.032840967
0.036884576,0.70929265,-0.011510208,0.06254265
0.035163432,0.7331655,-0.0038154274,0.055012524
0.040779263,0.63260365,-0.032326728,0.08190739
0.032137603,0.7646208,0.0037876815,0.04568225
0.035247803,0.7720463,0.0046186745,0.049452722
0.03801346,0.69914234,-0.015468031,0.066746116
0.03837076,0.77416027,0.003229931,0.05471176
0.03685218,0.7242975,-0.008871287,0.06070733
0.034615487,0.78023386,0.0060580075,0.04759258
0.0350962,0.8069558,0.0064157248,0.047903836
0.03499517,0.75018024,-0.00042548776,0.052488625
0.03521639,0.73674023,-0.00438793,0.055442214
0.031128913,0.78133595,0.007558927,0.0417369
0.029271513,0.8484098,0.014577955,0.034249783
0.010823697,0.98057866,0.0039058179,0.014782965
0.028051645,0.8570541,0.017846286,0.030375302
0.017413676,0.9332454,0.012694538,0.018497169
0.02796802,0.85759974,0.020033985,0.028831303
0.024873853,0.8798151,0.016266987,0.026853323
0.02849695,0.80751276,0.013976008,0.033754706
0.034692556,0.7228763,-0.009916469,0.058376253
0.03963867,0.6419976,-0.030699745,0.07920885
0.0355123,0.7167635,-0.011829078,0.06079653
0.038104817,0.6845931,-0.019576639,0.0696187
0.035942703,0.71242976,-0.012305319,0.061728954
0.039891034,0.6476793,-0.029236048,0.07858136
0.035519242,0.69883037,-0.016582891,0.063987434
0.041773736,0.63935995,-0.030409813,0.082016826
0.043102026,0.60793257,-0.038150683,0.08904454
0.03923732,0.6576382,-0.026463494,0.075814724
0.036564678,0.76357317,0.0027724206,0.05253595
0.031005234,0.5775671,-0.02487643,0.062889874
0.029481143,0.58059525,-0.021054849,0.05820781
0.033976674,0.57966805,-0.031298578,0.07137188
0.031272292,0.5733683,-0.024336949,0.06290722
0.040582255,0.64763,-0.028488666,0.07906106
0.039195985,0.58005154,-0.03490314,0.08122903
0.030177087,0.5583172,-0.023020446,0.060423493
0.033967912,0.5710187,-0.031508088,0.071471035
0.026317656,0.54135346,-0.01320377,0.048357964
0.030886233,0.5541488,-0.024579898,0.06244868
0.02800849,0.5370827,-0.017495126,0.05360067
0.031350285,0.5585685,-0.025953427,0.06402624
0.04020098,0.666415,-0.022607818,0.07460904
-0.027965397,1.2582059,-0.007018134,-0.03364581
-0.038793832,1.3355553,-0.003686592,-0.05131954
0.042415634,0.6298585,-0.032569975,0.08436602
0.03331408,0.5468755,-0.029938564,0.06942093
0.031462103,0.5423455,-0.025920153,0.064108014
0.024234563,0.50689745,-0.008399427,0.04208386
0.030495524,0.5377674,-0.023665309,0.061231077
0.021803826,0.48466957,-0.0017003566,0.03409922
0.026653856,0.524004,-0.014742643,0.049794674
0.03218937,0.5358101,-0.027552202,0.06620306
0.0475239,0.5964315,-0.039791986,0.096368074
0.0224967,0.48494005,-0.004024923,0.03663051
0.028305233,0.52135825,-0.019183293,0.055093646
0.0222117,0.4740193,-0.003010705,0.03551799
0.023706198,0.4874313,-0.007598415,0.04073453
0.026749521,0.5191915,-0.015609905,0.050493777
0.03878814,0.5441537,-0.03412193,0.080010235
0.023263782,0.4770776,-0.005658418,0.038782418
0.034864485,0.53716743,-0.031802416,0.07282972
0.025645047,0.51378644,-0.01252763,0.046853423
0.026524693,0.5208962,-0.014560536,0.049481392
0.026856631,0.5205748,-0.015656516,0.050679386
0.030125856,0.5324993,-0.023035929,0.060277164
0.025597423,0.50334525,-0.011941001,0.046365976
0.021286488,0.47490275,-0.0009627342,0.032838106
0.02458015,0.49780297,-0.009441048,0.04323387
0.017192215,0.44548213,0.010042414,0.019604206
0.027922064,0.5141821,-0.017099515,0.053142726
0.02648756,0.5044006,-0.014937326,0.049619913
0.023962349,0.48208094,-0.008001819,0.041353345
0.023624808,0.4722618,-0.007029459,0.04019457
0.028442651,0.49805856,-0.019591406,0.055477202
0.022961468,0.4592272,-0.0058075786,0.038394034
0.03017518,0.49616075,-0.023726821,0.060675263
0.030686527,0.48777366,-0.025130898,0.062301695
0.030930728,0.4849205,-0.025961429,0.06318742
0.026116759,0.47633338,-0.014724866,0.048865855
0.027318,0.4890244,-0.017972305,0.0527727
0.0285407,0.49428153,-0.02048415,0.05619371
0.024446517,0.4712479,-0.01034008,0.04355377
0.025185049,0.48096037,-0.012007073,0.04574877
0.032335907,0.5130347,-0.028884888,0.067214906
0.026253521,0.49591112,-0.0148641765,0.049212635
0.030161023,0.51144004,-0.023854017,0.06078589
0.026612967,0.499439,-0.015639067,0.05025071
0.050004274,0.57925606,-0.041574538,0.101077676
0.048884988,0.5834961,-0.041436583,0.0994032
0.025659084,0.49940956,-0.012722179,0.046958327
0.02222985,0.46931684,-0.003577292,0.035902023
0.026779592,0.49639082,-0.014976889,0.050044894
0.02818814,0.49873912,-0.018484816,0.054386556
0.019530892,0.4377141,0.003053993,0.0275504
0.022848815,0.46591532,-0.005620405,0.038128436
0.020668656,0.45209074,-3.3140182e-05,0.031265378
0.022622317,0.47684228,-0.005063042,0.037471592
0.021107644,0.46097302,-9.948015e-05,0.03197241
0.028639525,0.5274873,-0.02052714,0.056465805
0.03019616,0.5233121,-0.023569241,0.060688943
0.028388768,0.51303005,-0.019588396,0.055447042
0.025713474,0.49032295,-0.012518749,0.04687029
0.045721084,0.55247927,-0.038634792,0.09294045
0.025033325,0.47827458,-0.011402816,0.04512191
0.032280862,0.49226546,-0.028184593,0.06660843
0.045923382,0.7301357,-0.018591464,0.07968724
0.034742683,0.8098223,-0.0076934397,0.056583107
0.026763707,0.4874165,-0.016193539,0.050797343
0.025353104,0.4797871,-0.012670964,0.046423078
0.022659034,0.45861363,-0.005176306,0.037541807
0.029748887,0.49017906,-0.022273928,0.05908528
0.030724585,0.481498,-0.024458602,0.061888516
0.021662027,0.43870616,-0.002825737,0.03449917
0.021813989,0.44257188,-0.0033065826,0.0350433
0.017934531,0.41610146,0.007170856,0.02247566
0.02648449,0.47073102,-0.015610352,0.04995197
0.02390474,0.45800662,-0.009374529,0.042094707
0.021872967,0.43058825,-0.0034499764,0.035182416
0.02038744,0.41779923,0.00054885447,0.030370891
0.01997146,0.4212551,0.0011333525,0.029399514
0.018199593,0.40734482,0.005812183,0.023722649
0.021200776,0.42174017,-0.0020750016,0.03328097
0.012900233,0.3971746,0.016281784,0.009157419
0.0125359595,0.3991933,0.016922295,0.008215189
0.019739747,0.408962,0.002057448,0.028413832
0.017038167,0.387012,0.00892958,0.019932687
0.011660159,0.3978095,0.018158108,0.0061383247
0.02214995,0.44339895,-0.0047135353,0.03645581
0.020233661,0.4250481,0.000797227,0.030008852
0.019720167,0.4209305,0.002596572,0.028070807
0.03863223,0.49297142,-0.03312096,0.07895529
0.028895438,0.46190763,-0.022052929,0.0576275
0.020285964,0.40613103,0.00018885732,0.030426323
0.019241959,0.39489985,0.0029120296,0.02709061
0.016650558,0.3814242,0.009418279,0.019035935
0.017066509,0.3863945,0.008712605,0.020118296
0.013211101,0.3882463,0.015597701,0.01002568
0.01681438,0.38492727,0.009608433,0.019157887
0.021527678,0.42804337,-0.0030347407,0.034398437
0.014701515,0.39377117,0.013372272,0.013657868
0.010798097,0.4014634,0.019627035,0.0039378405
0.007621199,0.3994403,0.024378866,-0.0037813187
0.022005737,0.43091774,-0.0045030415,0.03606862
0.018570155,0.39521527,0.0052446574,0.02458769
0.021109521,0.4106456,-0.0015862733,0.03279698
0.014921218,0.38072562,0.012649924,0.014413118
0.016009659,0.3753512,0.0108958185,0.017116725
0.019605547,0.39332867,0.0018924773,0.028283715
0.020931989,0.39302802,-0.0011696666,0.032206833
0.058450863,0.53717554,-0.046740085,0.116447926
0.025403589,0.42889106,-0.014706761,0.047676086
0.017174512,0.35771418,0.008756444,0.020147264
0.023422271,0.40600586,-0.009381592,0.041244388
0.020866126,0.38704944,-0.0023971498,0.032898247
0.019836187,0.382527,0.00038342178,0.029577553
0.016017199,0.35750806,0.01038447,0.01740539
0.011083603,0.3683884,0.018418789,0.0050390363
0.016725987,0.35651493,0.008851156,0.019443035
0.024736673,0.4226632,-0.012401551,0.04518366
0.02202642,0.40687346,-0.005464673,0.036653697
0.020650655,0.39537644,-0.0011989772,0.03182417
0.017356128,0.36825442,0.00762783,0.021187723
0.021500826,0.3886541,-0.003278762,0.034401417
0.060733825,0.5361407,-0.045327738,0.11872411
0.047588617,0.4756701,-0.03897795,0.09557527
0.020596713,0.36977518,-0.0020503998,0.0322302
0.024881512,0.39660573,-0.013558507,0.046068013
0.022696793,0.37764466,-0.0077031255,0.039005816
0.024068415,0.3801515,-0.011529371,0.043509066
0.055716813,0.6489384,-0.023333311,0.09685108
0.013364047,0.96263933,-0.0054912865,0.024538219
0.023071945,0.36013782,-0.00963822,0.040766716
0.03164068,0.38709688,-0.027213588,0.064704776
0.02671203,0.37373948,-0.018091172,0.051586926
0.01633951,0.30998588,0.008376867,0.019047976
0.016816765,0.31138146,0.007020548,0.020632982
0.021116227,0.34398055,-0.004320696,0.03439212
0.023207515,0.36571002,-0.009824097,0.041099012
0.018516868,0.33851147,0.0025639236,0.026100695
0.018351167,0.3225124,0.0040741265,0.02481687
0.025587976,0.38984156,-0.015844822,0.048553884
0.023696512,0.38194442,-0.010701135,0.042434037
0.01770091,0.3288362,0.006023556,0.02261728
0.016905129,0.32284164,0.007344112,0.020581782
0.0067629814,0.31809497,0.022969827,-0.004350245
0.0062581003,0.31499124,0.02350244,-0.0054374933
0.018802792,0.31652212,0.002347201,0.026586354
0.012769461,0.30749905,0.013931796,0.010234177
0.014619291,0.30000877,0.010742649,0.014980435
0.0061385036,0.2968794,0.023082703,-0.005393684
0.0015491545,0.2866242,0.029437542,-0.01624316
0.011418104,0.298131,0.015438259,0.007266104
0.0056042373,0.28970647,0.023554176,-0.0064946413
-0.00078198314,0.27599287,0.032514513,-0.021677792
0.011234164,0.3004545,0.015711516,0.006829202
0.007927984,0.29857564,0.02050355,-0.0011062622
0.017225415,0.2883109,0.005986154,0.021825314
-8.991361e-05,0.27144277,0.03134334,-0.019921184
-0.0032111108,0.26211905,0.035601854,-0.027270019
-0.004402131,0.2673645,0.03787756,-0.030476987
0.0018526614,0.27658176,0.02867189,-0.015333831
0.012930959,0.28782582,0.012949377,0.011056006
0.00041392446,0.26681185,0.030460864,-0.018625855
-0.003836006,0.25938332,0.03650987,-0.02878201
0.016832918,0.29085195,0.0061467886,0.021169424
-8.895993e-05,0.268934,0.031350374,-0.01993239
-0.0024056137,0.26353002,0.034690946,-0.025501788
0.0024492145,0.27192986,0.027601868,-0.013781309
-0.00029322505,0.26353598,0.031457514,-0.020314455
0.0014778674,0.26601434,0.028803885,-0.015998662
0.004195422,0.26898813,0.024932086,-0.009506166
0.011558622,0.28160667,0.014752716,0.0078654885
0.018336982,0.28610325,0.0017012507,0.026246011
0.017136067,0.28067064,0.004869029,0.022413373
0.023761123,0.32792592,-0.012671232,0.043652117
0.016662806,0.27220702,0.0063734353,0.020715654
0.0031534135,0.261662,0.026169538,-0.011852086
0.005697012,0.25918388,0.022672802,-0.0058810115
-0.018326312,0.19190598,0.052753866,-0.060610533
-0.0018340051,0.22965908,0.03267911,-0.023462892
-0.00588727,0.21055412,0.03737411,-0.032480538
-0.00611943,0.21582842,0.03820011,-0.033340633
-0.009691864,0.19740057,0.042161852,-0.041174293
0.0025328696,0.23540854,0.026352644,-0.012959123
0.018975586,0.2714033,-0.00071650743,0.028713524
0.027657598,0.32250428,-0.021451727,0.054974318
0.06395331,0.56629217,-0.024588555,0.10957551
0.061076805,0.4454403,-0.045375273,0.1190052
0.06479916,0.5716616,-0.022178054,0.10916245
0.06909168,0.48906016,-0.049729183,0.13348117
0.06137821,0.5964453,-0.021476299,0.10380566
0.03553304,0.36201906,-0.02917859,0.071480334
0.06598207,0.5452641,-0.04004234,0.12257424
0.040853694,0.38491046,-0.03300552,0.081701875
0.022444546,0.3357302,-0.008776426,0.03922063
0.061218545,0.5989299,-0.023148835,0.10465968
0.05607769,0.6323509,-0.015167654,0.09211773
0.051385283,0.46679378,-0.04137294,0.10256207
0.04692912,0.4461844,-0.03788808,0.09381485
0.030079663,0.3889699,-0.025197625,0.06114
0.02371779,0.3851341,-0.011154145,0.042770624
0.037743807,0.42681777,-0.031950474,0.07668424
0.016491622,0.3258772,0.008394405,0.019307256
0.035627633,0.41880274,-0.030326486,0.07256535
0.022383094,0.36014104,-0.005959749,0.03734559
0.025005251,0.39762115,-0.014444113,0.04682654
0.023651063,0.38151932,-0.009986401,0.041896224
0.019669026,0.34790862,0.00020748377,0.02933377
0.0204992,0.35397792,-0.002537623,0.032363713
0.019834906,0.35053897,-0.00014257431,0.029820979
0.017801076,0.3319404,0.0054730177,0.023132324
0.016682655,0.32620585,0.008038327,0.01981467
0.027255476,0.38631988,-0.018938467,0.052973628
0.011611551,0.33097506,0.016258955,0.0071060658
0.017049104,0.31923532,0.0074204504,0.020727217
0.018360436,0.33214092,0.0032179952,0.025423527
0.013735026,0.3230834,0.012691438,0.012494504
0.02101317,0.3622849,-0.0039915442,0.034089208
0.016965568,0.3306011,0.007123977,0.020836234
0.024812043,0.39551008,-0.013392612,0.04585731
0.013025075,0.33885288,0.01443857,0.010367036
0.016198784,0.3273666,0.009070575,0.018443167
0.047410786,0.44968534,-0.03822483,0.09474155
0.022500098,0.36023927,-0.007444024,0.038495302
0.023029298,0.3546188,-0.008621812,0.040013075
0.028586477,0.36483288,-0.022429287,0.05710101
0.016420573,0.30125546,0.007673949,0.01960218
0.022485465,0.34861374,-0.008086503,0.038860083
0.06333274,0.5767708,-0.0349195,0.115384996
0.03595081,0.37095928,-0.029559344,0.072357595
0.01846537,0.30609155,0.0014537126,0.026657045
0.06201531,0.4872241,-0.04737872,0.12180954
0.024257421,0.35656786,-0.01273638,0.04449767
0.023225993,0.3507588,-0.010542527,0.041550517
0.0038857758,0.29670584,0.026321739,-0.010777056
0.066112265,0.50520134,-0.048750103,0.12861776
0.029607326,0.3708912,-0.024398863,0.059869528
0.061675906,0.5693152,-0.036821842,0.11434364
0.056299493,0.6400261,-0.016524196,0.093274355
0.028782398,0.36449492,-0.02248922,0.057410657
0.01877454,0.31960535,0.0015074909,0.027109146
0.021778524,0.3412491,-0.0065231323,0.036791623
0.007923245,0.30290842,0.020731688,-0.0012486577
0.021216512,0.33253968,-0.0047723353,0.03480053
0.010519892,0.3019464,0.016882673,0.0050292015
0.0059499443,0.29433894,0.02329275,-0.005812466
0.009548068,0.30197775,0.018248528,0.0027285814
0.017826319,0.31199753,0.0038870275,0.024152756
0.007334143,0.30108452,0.021592736,-0.0026729703
0.009594947,0.30385816,0.018239617,0.0028079152
0.014822662,0.29862309,0.0104855,0.015436232
0.028482884,0.34448767,-0.021273658,0.056126177
0.023279637,0.33245695,-0.01100719,0.041879952
0.06329936,0.5778034,-0.021737516,0.10675004
-0.06351933,1.5117507,0.021568298,-0.10316473
0.029013157,0.37962747,-0.023154065,0.058238983
0.02119726,0.34280038,-0.004442781,0.034586668
0.016752928,0.3105986,0.0071703345,0.020438373
0.02371177,0.3717115,-0.0113584995,0.04285741
0.012274176,0.32539868,0.015106291,0.008804262
0.04962632,0.46855187,-0.04041548,0.0994153
0.02909401,0.39767814,-0.023011565,0.058312535
0.025614321,0.39812112,-0.015285164,0.048261583
0.022677928,0.37466967,-0.007868156,0.039077878
0.017893553,0.34375858,0.0047145486,0.023797393
0.008610636,0.33660686,0.020935714,-0.00028675795
0.05263701,0.65314865,-0.023002014,0.09231067
0.06059359,0.52766776,-0.047787398,0.120170176
0.056119263,0.5668359,-0.041456863,0.10960716
0.05686155,0.56736326,-0.040255174,0.109859675
0.038362563,0.43608475,-0.032106668,0.07771295
0.025095522,0.41312134,-0.014202312,0.04684645
0.030226737,0.42521238,-0.025517568,0.061683595
0.025032014,0.41044724,-0.014022708,0.046626806
0.04077503,0.4608891,-0.03432724,0.082716316
0.021822363,0.38790035,-0.004613012,0.03574848
0.021795958,0.39974093,-0.0053507388,0.036227226
0.027115256,0.43268895,-0.018146351,0.05240798
0.055005,0.5709977,-0.0408217,0.107616305
-0.015709043,1.1704049,-0.00032900274,-0.020451248
0.053336263,0.52856994,-0.043459028,0.10692793
0.024731427,0.43208718,-0.010804698,0.044148147
0.027661473,0.4480517,-0.019221097,0.05393368
0.022496432,0.40474033,-0.005621344,0.03742993
0.022853732,0.41612244,-0.0076065063,0.039289057
0.021218449,0.40095687,-0.002510175,0.033520103
0.020570219,0.3879447,-0.00033079088,0.031121314
0.02874133,0.42244196,-0.021128744,0.05666232
0.030915648,0.42915678,-0.026535094,0.06334251
0.028958827,0.44233298,-0.0223732,0.057847977
0.021635443,0.40694046,-0.0038466007,0.035032988
0.021938503,0.4218427,-0.005075991,0.03632039
0.021007746,0.39621377,-0.0013567805,0.03245145
0.01075542,0.3789674,0.019211799,0.0040791035
0.01653549,0.3695588,0.00910835,0.019034684
0.048279494,0.49282146,-0.03927222,0.09682217
0.017994672,0.3602817,0.0058398843,0.02325672
0.014272869,0.3581152,0.013024867,0.013159037
0.022177726,0.396325,-0.0060563833,0.03723252
0.023452431,0.42107427,-0.009344101,0.041310787
0.017658353,0.3732363,0.0064575076,0.022403538
0.01664424,0.3709166,0.00924249,0.019111514
0.014813483,0.37612057,0.012751266,0.014172852
0.018453598,0.39142704,0.0045565963,0.024865508
0.012126297,0.38609266,0.017275319,0.007350266
0.02891308,0.4729135,-0.021817178,0.057525575
0.029961735,0.48146272,-0.02408123,0.060539603
0.029720336,0.4885869,-0.023092777,0.059574664
0.017282933,0.41179562,0.0084968805,0.020647585
0.022013992,0.45052564,-0.004005447,0.035812676
0.026577264,0.467003,-0.01468423,0.04946786
0.022463918,0.43267488,-0.005042821,0.03709191
0.055600673,0.54968345,-0.045302838,0.11146864
0.026591659,0.44732368,-0.01660955,0.05069405
0.033810437,0.44872928,-0.029354408,0.06941876
0.0244793,0.4197874,-0.011532843,0.04422593
0.057075888,0.5555948,-0.04303494,0.11202553
0.02204746,0.9007714,-0.014801398,0.043032825
0.055056214,0.5576564,-0.04424213,0.109978884
0.039667368,0.47662163,-0.033320934,0.08051476
0.02594766,0.4457656,-0.015655711,0.049136758
0.017321885,0.3695569,0.0076715946,0.021110892
0.018506736,0.37273812,0.0053261817,0.024372876
0.015405029,0.36536705,0.011400178,0.015886247
0.019311398,0.37810564,0.0022120625,0.027596772
0.019860595,0.39598942,0.00023216009,0.02975303
0.02145359,0.4035853,-0.0033366382,0.0344218
0.017510891,0.37013984,0.007600516,0.021432102
0.012267679,0.371078,0.016547263,0.007988036
0.011324793,0.37377965,0.01800397,0.005679667
0.030476213,0.42484713,-0.024564117,0.061416507
0.01872155,0.36170602,0.003391996,0.0259251
0.025621444,0.424783,-0.015227824,0.0483225
0.011055082,0.36231506,0.018098533,0.005192697
0.015671343,0.35296226,0.0106933415,0.016695082
0.017516315,0.36895847,0.006366268,0.0222525
0.017947763,0.36736846,0.006724298,0.022628784
0.014282435,0.3671757,0.013207898,0.013078868
0.0017738044,0.36795628,0.031822056,-0.017222643
0.01296404,0.36983085,0.015529573,0.009657025
0.02129206,0.40698647,-0.0035333782,0.034328163
0.033046156,0.46606207,-0.029575676,0.068517715
0.033272266,0.4718299,-0.029627293,0.0688988
0.024504155,0.44210815,-0.010646999,0.043746293
0.022905022,0.44319725,-0.0069790483,0.039033413
0.021792978,0.42735386,-0.0031617284,0.034864426
0.014550358,0.39598203,0.013646424,0.013267398
0.019998759,0.41173708,0.002040252,0.0288108
0.0035222769,0.3979572,0.030104876,-0.013472617
0.01699233,0.3962717,0.009345233,0.01961869
0.026512593,0.45940542,-0.015606999,0.0499568
0.011225164,0.3960507,0.018786728,0.0050908923
0.020789206,0.40906978,-0.0014059395,0.032210946
0.011540204,0.3928733,0.018260583,0.005878687
0.019937009,0.40029526,0.0014999956,0.029038548
0.019929945,0.3995371,0.00092840195,0.029406548
0.01611939,0.37189293,0.0104370415,0.017569065
0.018147737,0.3782128,0.005469203,0.023780465
0.017863363,0.37834597,0.0059802383,0.023033738
0.019371122,0.38904202,0.00211896,0.027783692
0.01523903,0.37039268,0.011792317,0.015401959
0.054250002,0.61697984,-0.030125916,0.09937674
0.054720998,0.5066185,-0.04364896,0.10897678
0.0561997,0.50642157,-0.044829234,0.11186543
0.019293308,0.3589877,0.0017510653,0.027817965
0.017588824,0.34968877,0.006082028,0.02248007
0.02529782,0.3958851,-0.014146566,0.04705167
0.02283147,0.37403822,-0.008232951,0.03952968
0.028038293,0.40382576,-0.020666212,0.055290997
0.015386373,0.33199358,0.010587662,0.016285002
0.024353653,0.3942101,-0.012163565,0.044382215
0.016535133,0.33380342,0.008345962,0.019426942
0.011423558,0.34558845,0.017080456,0.0063397884
0.026312172,0.3888185,-0.016291097,0.04989165
0.020337254,0.35660994,-0.0019415766,0.031749368
0.01753068,0.33819044,0.0053934157,0.022816956
0.021274835,0.35886097,-0.0037539005,0.034299195
0.018987864,0.33861494,0.0017301142,0.027324617
0.027937531,0.38607383,-0.020730212,0.05512482
0.022001684,0.36003542,-0.0068383515,0.03737992
0.055483654,0.65424836,-0.014565706,0.09079084
-0.10229385,1.7883649,0.04848674,-0.17620921
0.064212486,0.56098115,-0.023797661,0.109448165
0.05227211,0.40888453,-0.03993456,0.1026884
0.023208499,0.31419146,-0.011356205,0.04193932
0.018971056,0.28034842,0.0001231432,0.02818048
0.009326577,0.26120698,0.017278254,0.0029175282
0.020268828,0.28462422,-0.003605023,0.032509863
0.01398018,0.26271987,0.010801211,0.01390034
0.008865267,0.25673938,0.017846942,0.0018624663
0.007852823,0.2535801,0.019053876,-0.00039952993
0.009875685,0.25910616,0.016401172,0.0042796135
0.019956857,0.28527403,-0.0027758777,0.031522572
0.00428316,0.24873817,0.024152309,-0.008933783
0.022164434,0.29700506,-0.008514017,0.038520157
0.023165375,0.30013478,-0.011602402,0.041998923
-0.0008648038,0.23059034,0.031199843,-0.021081984
0.005008608,0.24170685,0.022996068,-0.007146418
0.008623272,0.24702978,0.017745346,0.0015514493
0.013462871,0.2582078,0.011114925,0.0129393935
0.009374768,0.256428,0.016936228,0.0031995773
0.022481263,0.3191054,-0.009762466,0.039864838
0.023410171,0.32937026,-0.011964858,0.04268545
0.022388428,0.3327341,-0.008997351,0.039266586
0.015851319,0.28398728,0.008406699,0.018240869
0.017155617,0.2757702,0.0059998482,0.02167654
0.012520194,0.28270388,0.0133404285,0.010186017
0.010136515,0.28303647,0.016930073,0.004385233
0.010761231,0.28866863,0.016089693,0.0058579445
0.013586789,0.28413594,0.012100399,0.012544274
-0.0062166154,0.24757433,0.03948033,-0.034221113
0.01928413,0.31001115,-0.0006060004,0.029205501
0.058576733,0.6396241,-0.01723969,0.09692505
0.026978165,0.36137795,-0.018930793,0.052479923
0.017613143,0.3014301,0.0049363673,0.023121893
0.018082589,0.30325842,0.0036417246,0.02465266
0.009310752,0.29174542,0.018261641,0.0023441315
0.020410627,0.3124416,-0.0036834478,0.032860458
0.0023513436,0.26872182,0.027623028,-0.013949454
0.003909439,0.2710688,0.025424063,-0.010238051
0.0006420016,0.2642808,0.029987127,-0.017990887
0.0138781965,0.2781067,0.0113582015,0.013430834
-0.0005187392,0.2583921,0.031539053,-0.020712852
0.009838492,0.28031707,0.017172024,0.0037851334
-0.0010791421,0.26067162,0.032426894,-0.022100627
0.020767063,0.31067765,-0.0044605136,0.033881903
0.005710453,0.27229452,0.022866875,-0.005945921
0.002827853,0.26019907,0.02682063,-0.012758493
-0.009394228,0.22128677,0.0428904,-0.041144133
-0.01069963,0.21619272,0.044389546,-0.04403484
-0.008886486,0.22518754,0.04225412,-0.03997892
-0.011048704,0.21820664,0.04494998,-0.044902623
-0.01210317,0.21530998,0.046301693,-0.047325075
-0.012757033,0.21655583,0.047374845,-0.048972547
-0.002357453,0.25497103,0.03416437,-0.025113285
0.01206854,0.27440095,0.013989851,0.009079397
0.002326578,0.25714016,0.027282506,-0.013798058
0.015163034,0.26898742,0.009201258,0.01667726
0.005208403,0.2543981,0.023191541,-0.006945133
0.006370187,0.25351572,0.021267205,-0.004000306
-0.0029386878,0.23380208,0.034276456,-0.026099622
-0.0057730973,0.21855044,0.03763175,-0.032457948
-0.002366215,0.23144865,0.033308506,-0.024640799
-0.0077192485,0.21244049,0.040163368,-0.036957502
0.010350645,0.25395143,0.01569286,0.005416155
0.023777455,0.2876656,-0.011831582,0.042987883
0.02162984,0.28923464,-0.008287504,0.03757614
0.070046216,0.5182923,-0.041209415,0.12914348
0.021131486,0.9071276,-0.0067388713,0.03647226
0.053576946,0.41148603,-0.040952444,0.10524559
0.024717927,0.30838454,-0.0138482,0.045733273
0.0050453246,0.24896765,0.02307263,-0.007120371
0.0046810806,0.24910021,0.0235959,-0.007991135
0.033439964,0.34526527,-0.028145552,0.06773329
0.018442422,0.28751707,0.001499787,0.026538074
0.017822713,0.2696061,0.0037229508,0.024119556
0.00020232797,0.24469519,0.030116826,-0.018779159
-0.004409015,0.23264098,0.03636694,-0.029606998
-0.0035092533,0.23678446,0.03523311,-0.027543664
0.000454098,0.24383616,0.029888898,-0.018268406
-0.0018255413,0.23535264,0.032848477,-0.023541689
0.0014559627,0.24255466,0.0281775,-0.01569593
0.010592431,0.26022553,0.015433386,0.0059570074
0.015049428,0.2582035,0.0090997815,0.016547084
0.005696684,0.24225068,0.02204077,-0.005521953
0.005344659,0.24257994,0.022448242,-0.0062972903
-0.0020937324,0.22491026,0.03271067,-0.0238747
-0.0060159564,0.21253335,0.037967652,-0.033049405
0.020572156,0.27570653,-0.0044893026,0.03350866
0.024443,0.315686,-0.0141555965,0.04555118
0.018851608,0.28018737,0.0005684793,0.027715743
0.017627329,0.27499902,0.003702134,0.023875535
0.0033316612,0.25246286,0.02572155,-0.011330903
0.009790629,0.26148653,0.016756222,0.0039299726
0.021987647,0.3207792,-0.008690894,0.038454115
0.0061042607,0.26715565,0.022249967,-0.0049896836
0.0035601556,0.25517452,0.025545597,-0.01087594
0.019664556,0.29753482,-0.0022521317,0.030797005
0.023661971,0.33411622,-0.012113109,0.043156564
0.011771947,0.2818005,0.014544934,0.008308172
0.009416997,0.28069925,0.017802492,0.002765596
0.021261185,0.3249737,-0.005855784,0.035555482
0.020844162,0.32359362,-0.0043192506,0.033940136
